conv_id,turn,speaker,prev_sentiment,curr_sentiment,prev_text,curr_text,shift_type
1028,17,Aryan,neutral,positive,"Me neither, Aryan! Aise hi saath saath aur romantic moments create karte rahenge. Iss K-Pop world mein humara pyaar aur craze hamesha jayega!","Haan, Akansha. Humare pyaar ko koi bhi beat nahi hara sakta. Let's rock the K-Pop world together, forever!",neutral → positive
1029,7,Karan,neutral,positive,"Protein intake important hai, lekin mujhe vegetarian diet follow karni hai. Tofu, lentils, daals wala khana try karti hu. Aur sabziyaan bhi saath mein.",That's great! Protein jaruri hai toh vegetarian options bhi hain. Tofu se bhi muscles build ho sakte hain.,neutral → positive
1029,8,Riya,positive,neutral,That's great! Protein jaruri hai toh vegetarian options bhi hain. Tofu se bhi muscles build ho sakte hain.,"Haan, mujhe bhi wahi laga. Aajkal fitness bands bhi bahut trend hai. Tujhe kaisa lagta hai?",positive → neutral
1029,10,Riya,neutral,positive,"Fitness bands kaafi helpful hai. Calories burned, steps count karne mein madad karte hain. Lekin mujhe bas apni body ko dekh kar pata chal jata hai ki kitna progress hua hai.","Wow, you are so disciplined! Tumhe workout mein consistency kaise maintain karte hai?",neutral → positive
1029,11,Karan,positive,neutral,"Wow, you are so disciplined! Tumhe workout mein consistency kaise maintain karte hai?","Discipline toh bahut important hai. Mujhe motivation hunar hai, aur jab bhi sofa pe baithne ka mann karta hai, mujhe apni fitness goals yaad aati hai.",positive → neutral
1029,12,Riya,neutral,positive,"Discipline toh bahut important hai. Mujhe motivation hunar hai, aur jab bhi sofa pe baithne ka mann karta hai, mujhe apni fitness goals yaad aati hai.","That's amazing, Karan! Tujhme fitness ke liye dedication dekh kar inspire ho jati hun. Maybe we can workout together sometime?",neutral → positive
1029,14,Riya,positive,neutral,"It would be great to workout together, Riya! Ek fitness partner se motivation aur fun dono milegi.","Haan, bilkul! Waise, mujhe laga ki humare bich yeh conversation romantic hoke khatam hogi. So, Karan, kya abhi humare bich kuch romantic moment ho raha hai?",positive → neutral
1029,16,Riya,neutral,positive,"Riya, jabse gym aur fitness ke baare mein baat kar rahe hain, mujhe laga ki humare interests itne milte hain. Aur yeh moment toh definitely romantic hai. Tum mere liye kisi bhi moment mein special ho.","Thank you, Karan! Tum bhi mere liye special ho. Aur mujhe bhi aisa lagta hai ki humare bich kuch special ho sakta hai.",neutral → positive
1029,19,Karan,positive,neutral,"Absolutely, Karan! Ek healthy relationship aur fit body ki taraf badhte hain. I'm excited to see what the future holds for us.","Me too, Riya! Abhi fitness pe focus karte hain aur phir aage badhte hain.",positive → neutral
1030,2,Dev,neutral,positive,"Hey Dev! Main theek hoon yaar, tu suna kaisa hai?","I'm good too, thanks! You won't believe what I found out recently.",neutral → positive
1030,3,Riya,positive,neutral,"I'm good too, thanks! You won't believe what I found out recently.",Kya hua Dev? Koi naya gossip?,positive → neutral
1030,4,Dev,neutral,positive,Kya hua Dev? Koi naya gossip?,"Not exactly gossip, but I was reading about the impact of Western culture on Indian teen lifestyles. It's quite interesting.",neutral → positive
1030,5,Riya,positive,neutral,"Not exactly gossip, but I was reading about the impact of Western culture on Indian teen lifestyles. It's quite interesting.","Sach? Mujhe bhi batao, it sounds intriguing.",positive → neutral
1030,8,Dev,neutral,positive,"Haan yaar, bilkul sahi baat hai. Even I find myself gravitating towards Western outfits more often than traditional ones. It's like a blend of our cultures.","Absolutely! And it's not just about clothing, but also about the way we socialize and express ourselves. Western influence has made us more open-minded and confident in our interactions.",neutral → positive
1030,9,Riya,positive,neutral,"Absolutely! And it's not just about clothing, but also about the way we socialize and express ourselves. Western influence has made us more open-minded and confident in our interactions.","Exactly! Hamare conversations and friendships bhi badal gaye hain. We talk about so many different topics now, without any hesitation.",positive → neutral
1030,12,Dev,neutral,positive,"Haan, woh toh hai! Par sometimes, I feel like we might be losing touch with our own cultural values. It's important to strike a balance.","I completely agree with you, Riya. We should celebrate our traditions and values while embracing the positive aspects of Western culture.",neutral → positive
1030,13,Riya,positive,neutral,"I completely agree with you, Riya. We should celebrate our traditions and values while embracing the positive aspects of Western culture.","Hmm, sahi baat hai. We have so much to learn from both sides. Our diversity is what makes us unique, isn't it?",positive → neutral
1030,14,Dev,neutral,positive,"Hmm, sahi baat hai. We have so much to learn from both sides. Our diversity is what makes us unique, isn't it?","Absolutely, Riya! Our cultural richness combined with the exposure to Western influences shapes our identity. It's like the perfect fusion.",neutral → positive
1030,17,Riya,positive,neutral,"Thanks, Riya! I appreciate it. You know, speaking of things I like about you, there's something I've been wanting to tell you for a while.","Oh, really? What is it, Dev?",positive → neutral
1030,18,Dev,neutral,positive,"Oh, really? What is it, Dev?","Riya, tum meri zindagi mein kuch khaas ho. Your beauty, intelligence, and the way you carry yourself – I'm falling for you.",neutral → positive
1031,6,Rahul,neutral,positive,Mujhe woh cafes achhe lagte hai jaha live music hota hai aur friends ke saath masti ho.,"Oh wow, woh toh mujhe bhi bada pasand hai! Koi specific spot hai jaha jaake tum coffee enjoy karti ho?",neutral → positive
1031,7,Ananya,positive,neutral,"Oh wow, woh toh mujhe bhi bada pasand hai! Koi specific spot hai jaha jaake tum coffee enjoy karti ho?","Haan, XYZ Cafe ek acha spot hai. Waha music nights bhi hote hai aur ambiance bhi bohot accha hai. Tum kabhi gaye ho waha?",positive → neutral
1031,10,Rahul,neutral,positive,"Haan, why not! Shayad hum waha ek din milenge, aur main tumhe waha leke chali jaaungi.",That sounds perfect! Tumhe konsi coffee waha sabse achi lagti hai? Main try karna chahunga.,neutral → positive
1031,11,Ananya,positive,neutral,That sounds perfect! Tumhe konsi coffee waha sabse achi lagti hai? Main try karna chahunga.,"Waha ki signature coffee bahut famous hai, aur unke desserts bhi bohot yummy hote hai.",positive → neutral
1031,12,Rahul,neutral,positive,"Waha ki signature coffee bahut famous hai, aur unke desserts bhi bohot yummy hote hai.","Great! Mujhe toh abhi bhi woh coffee taste karna hai. Aur Ananya, tumhara weekend kaisa raha? Busy thi?",neutral → positive
1031,13,Ananya,positive,neutral,"Great! Mujhe toh abhi bhi woh coffee taste karna hai. Aur Ananya, tumhara weekend kaisa raha? Busy thi?","Nahi, weekend kaafi relaxed tha. Kuch friends ke saath outing ki, movies dekhi, lekin tere bina masti nahi hui.",positive → neutral
1031,14,Rahul,neutral,positive,"Nahi, weekend kaafi relaxed tha. Kuch friends ke saath outing ki, movies dekhi, lekin tere bina masti nahi hui.",Acha? Toh tumne mujhe miss kiya? That's so sweet of you Ananya!,neutral → positive
1031,15,Ananya,positive,neutral,Acha? Toh tumne mujhe miss kiya? That's so sweet of you Ananya!,"Haan, mujhe thoda miss hua. Tumhara bhi weekend kaisa raha?",positive → neutral
1032,1,Simran,neutral,positive,"Hey Simran, how's it going today?","Hey Rohan, I'm good. Just thinking about the future actually. What about you?",neutral → positive
1032,9,Simran,positive,neutral,"Thanks, Simran. It means a lot coming from you.","So, what are your biggest fears when it comes to pursuing your dreams?",positive → neutral
1032,10,Rohan,neutral,negative,"So, what are your biggest fears when it comes to pursuing your dreams?","Honestly, my biggest fear is not being good enough. I worry that my music won't resonate with people.",neutral → negative
1032,11,Simran,negative,positive,"Honestly, my biggest fear is not being good enough. I worry that my music won't resonate with people.","I understand that fear, Rohan. But believe in yourself and your talent. You have a beautiful voice.",negative → positive
1032,18,Rohan,positive,neutral,"Thank you for your kind words, Rohan. You're pretty amazing too.","Can I share a secret with you, Simran?",positive → neutral
1032,19,Simran,neutral,positive,"Can I share a secret with you, Simran?","Of course, Rohan. You can always share anything with me.",neutral → positive
1033,1,Priya,positive,negative,"Hey, Priya! Finally, we have our driving licenses! How has the experience been for you so far?","Hi, Rohan! Oh my God, it has been so challenging. Just understanding the traffic rules has been a task in itself. How about you?",positive → negative
1033,2,Rohan,negative,neutral,"Hi, Rohan! Oh my God, it has been so challenging. Just understanding the traffic rules has been a task in itself. How about you?",I completely agree! It's not just about following the rules; it's also about handling the chaos on the roads. But seeing you struggle with the gears made it worth it. 😉,negative → neutral
1033,3,Priya,neutral,positive,I completely agree! It's not just about following the rules; it's also about handling the chaos on the roads. But seeing you struggle with the gears made it worth it. 😉,"Haha, very funny! You were no pro yourself, Mr. Speedster. Remember that time you stalled at the signal? You were blushing like a rose!",neutral → positive
1033,5,Priya,positive,negative,"Oh, come on! It was a momentary lapse of concentration. By the way, that cute smile on your face while driving is worth all the challenges!","Aww, thank you! But you should know that dealing with the overconfident bikers is a nightmare. They just squeeze through the tiniest gaps!",positive → negative
1033,7,Priya,negative,neutral,"Tell me about it! They act like they are auditioning for a circus. But you know, I could be your knight in shining armor. I can always protect you from these bikers!",Oh really? So you think you can save me from these road warriors? Maybe I should take you up on that offer.,negative → neutral
1033,8,Rohan,neutral,positive,Oh really? So you think you can save me from these road warriors? Maybe I should take you up on that offer.,"Absolutely! Just give me a chance, and I'll show you my driving skills. We can take a romantic drive and explore the city together.",neutral → positive
1033,9,Priya,positive,neutral,"Absolutely! Just give me a chance, and I'll show you my driving skills. We can take a romantic drive and explore the city together.","That sounds tempting, Mr. Smooth Talker. But I must warn you, my parallel parking can make even the best drivers sweat!",positive → neutral
1033,10,Rohan,neutral,positive,"That sounds tempting, Mr. Smooth Talker. But I must warn you, my parallel parking can make even the best drivers sweat!","Challenge accepted, Ms. Perfectionist! We can practice parallel parking until we conquer it. I'm sure we'll make a dream team, don't you think?",neutral → positive
1034,1,Rahul,neutral,positive,"Yaar, have you checked out the latest collection from Pataka Streetwear?","Haan, Riya! Their designs are lit! I can't get enough of their quirky graphic tees!",neutral → positive
1034,8,Riya,positive,neutral,"I know, right? I wait for their drops like it's my birthday! It's insane how they always come up with something fresh and exciting.","True that! And talking about streetwear brands, do you think Bling Bling is overrated? I feel like everyone's wearing it nowadays.",positive → neutral
1034,9,Rahul,neutral,negative,"True that! And talking about streetwear brands, do you think Bling Bling is overrated? I feel like everyone's wearing it nowadays.","Umm, yeah. I mean, Bling Bling used to be cool, but now it's become too mainstream. I prefer discovering unique and underrated brands.",neutral → negative
1034,10,Riya,negative,positive,"Umm, yeah. I mean, Bling Bling used to be cool, but now it's become too mainstream. I prefer discovering unique and underrated brands.","Absolutely! It's all about standing out from the crowd. That's why I love experimenting with smaller, indie brands. They have such distinct styles.",negative → positive
1035,1,Shilpa,neutral,positive,"Yaar, Shilpa! Tu school ke fest mei participate kar rahi hai na?","Haan Riya, I am thinking of joining the dance competition. It's going to be so much fun!",neutral → positive
1035,3,Shilpa,positive,neutral,"Wow, that's amazing! Dance is your forte. Tera performance toh hit hoga hi.","Thanks, Riya! Waise, tu bhi kuch plan kar rahi ho?",positive → neutral
1035,4,Riya,neutral,positive,"Thanks, Riya! Waise, tu bhi kuch plan kar rahi ho?","Haan, I was thinking of helping in the event management team. I love organizing stuff. Aur tujhe pata hai, Rishabh bhi waha participate karne wala hai?",neutral → positive
1035,6,Riya,positive,neutral,Rishabh? That cute guy from our chemistry class? Kitna talented hai woh. I am sure he will rock the stage!,Exactly! I was hoping to spend more time with him during the fest. Kya plan hai aaj shaam ka?,positive → neutral
1035,8,Riya,neutral,positive,"Chal, milte hai cafeteria mein. Waha planning kar sakte hai aur surprise birthday gift bhi dena hai tujhe.","Aww, you remembered! You are the best, Shilpa!",neutral → positive
1035,9,Shilpa,positive,neutral,"Aww, you remembered! You are the best, Shilpa!","Of course, yaar! Tere bina humari dosti bhi adhuri hai. Abhi toh mujhe tere liye dance practice bhi karni hai.",positive → neutral
1035,12,Riya,neutral,positive,"Soch rahi hoon... Dekho, humein bohot ideas hai. Let's organize a fashion show!","Great idea, Shilpa! We can showcase different traditional outfits from different states. It will be a hit!",neutral → positive
1035,16,Riya,positive,neutral,"Haha, thanks yaar. Humlog saath mein plan karenge, and make this fest the best one ever.","Absolutely, Shilpa! And who knows, yeh fest humari dosti ko aur bhi kareeb laayega.",positive → neutral
1035,17,Shilpa,neutral,positive,"Absolutely, Shilpa! And who knows, yeh fest humari dosti ko aur bhi kareeb laayega.","That would be wonderful, Riya. Tu aur Rishabh, and hum saath-saath fest ki excitement experience karenge.",neutral → positive
1035,18,Riya,positive,neutral,"That would be wonderful, Riya. Tu aur Rishabh, and hum saath-saath fest ki excitement experience karenge.","Soch le, yaar! Agar dream wala dance partner mil gaya toh woh stage pe apni chemistry dikha denge.",positive → neutral
1035,22,Riya,neutral,positive,"Mere bhi, yaar. Chal, abhi woh gift select karte hai, tere surprise birthday ke liye.","Tu hamesha mere chehre pe muskurahat bikher deti hai, Shilpa. Thank you for being the best friend anyone could have.",neutral → positive
1036,1,Rahul,neutral,positive,"Hey Rahul, what's up?","Hey Riya, all good! How about you?",neutral → positive
1036,3,Rahul,positive,negative,"I'm great too. So, have you ever thought about joining any school clubs or societies?","Yeah, I have. But I'm not sure if it's worth it. What do you think?",positive → negative
1036,4,Riya,negative,neutral,"Yeah, I have. But I'm not sure if it's worth it. What do you think?","Well, there are definitely pros and cons to consider. Let's talk about it.",negative → neutral
1036,5,Rahul,neutral,positive,"Well, there are definitely pros and cons to consider. Let's talk about it.","Sure, let's start with the pros. One advantage is that it helps you meet new people and make friends with similar interests.",neutral → positive
1036,7,Rahul,positive,neutral,Absolutely! It's a great way to expand your social circle and form meaningful connections.,"Plus, being part of a club or society allows you to develop your skills and talents in a particular area.",positive → neutral
1036,8,Riya,neutral,positive,"Plus, being part of a club or society allows you to develop your skills and talents in a particular area.","That's true. You can gain valuable experience and enhance your abilities, which could be beneficial for your future.",neutral → positive
1036,11,Rahul,positive,neutral,Definitely. It shows that you're a well-rounded individual and can manage your time effectively.,"Yeah, that's a valuable point. But what about the cons? Are there any drawbacks to joining clubs or societies?",positive → neutral
1036,12,Riya,neutral,negative,"Yeah, that's a valuable point. But what about the cons? Are there any drawbacks to joining clubs or societies?","Well, one downside could be the time commitment. Sometimes, it can be challenging to balance academics and club activities.",neutral → negative
1036,13,Rahul,negative,neutral,"Well, one downside could be the time commitment. Sometimes, it can be challenging to balance academics and club activities.",That's a valid concern. I also heard that some clubs have expensive membership fees or require you to buy certain equipment.,negative → neutral
1036,14,Riya,neutral,negative,That's a valid concern. I also heard that some clubs have expensive membership fees or require you to buy certain equipment.,"Yes, financial constraints can be a drawback for some students. Additionally, some societies might have strict rules or obligations.",neutral → negative
1036,15,Rahul,negative,neutral,"Yes, financial constraints can be a drawback for some students. Additionally, some societies might have strict rules or obligations.","I see. Another con could be the competitiveness within clubs, especially if there are limited positions or leadership roles.",negative → neutral
1036,16,Riya,neutral,negative,"I see. Another con could be the competitiveness within clubs, especially if there are limited positions or leadership roles.",Absolutely. It can create unnecessary pressure and conflicts among members.,neutral → negative
1036,17,Rahul,negative,neutral,Absolutely. It can create unnecessary pressure and conflicts among members.,"Hmm, that's something to consider. But overall, it seems like the benefits outweigh the drawbacks, right?",negative → neutral
1036,20,Riya,neutral,positive,"Yeah, I guess so. By the way, have you thought about joining any clubs?","Well, I've been thinking about joining the dance club. I love dancing and it would be a great way to express myself.",neutral → positive
1037,7,Simran,positive,neutral,"Oh yes, I used to dream of having a 'time machine' like Doraemon's. It would be so cool to visit different eras.",Indeed! And how can we forget 'Pokemon'? We collected those trading cards and played games together.,positive → neutral
1037,8,Rahul,neutral,positive,Indeed! And how can we forget 'Pokemon'? We collected those trading cards and played games together.,"Yes, I used to trade my Charizard card for a holographic Mewtwo. Those were priceless treasures for us back then.",neutral → positive
1038,14,Riya,neutral,positive,"Riya, tere saath meri confidence aur hone lagti hai. Tumhari presence motivating hoti hai.",Aryan... tu kitna sweet hai. Thanks for always being there. Tera saath mere liye bahut important hai.,neutral → positive
1038,15,Aryan,positive,neutral,Aryan... tu kitna sweet hai. Thanks for always being there. Tera saath mere liye bahut important hai.,"Riya, teri muskurahat mere liye sabse important hai. Tujhse baat karke, college plans discuss karke mera din khush hota hai.",positive → neutral
1038,19,Aryan,neutral,positive,"Aryan, tu bhi mere liye inspiration hai. Tera dedication, hard work, aur determination mujhe motivate karte hai.","Riya, humara jo future hai, saath mei hai. Together we will conquer the world.",neutral → positive
1038,20,Riya,positive,neutral,"Riya, humara jo future hai, saath mei hai. Together we will conquer the world.","Haan, Aryan, hum saath mei apna future banaenge, pyaar se jee lenge, aur sapno ko haqiqat mei badlenge.",positive → neutral
1038,22,Riya,neutral,positive,"Riya, mujhe tumhari baahon mei khud ko khoya hua lag raha hai. Tumse pyaar karta hoon.","Aryan, main bhi tumse pyaar karti hoon. It feels like a dream come true.",neutral → positive
1038,23,Aryan,positive,neutral,"Aryan, main bhi tumse pyaar karti hoon. It feels like a dream come true.","Ab toh yeh dream haqiqat ho raha hai. Riya, tum mere saath chalogi?",positive → neutral
1038,25,Aryan,neutral,positive,"Haan, Aryan, main hamesha tumhare saath rahungi. Tumse hi meri khushi hai.","Riya, tu meri zindagi mei kuch khaas hai. I promise to always support you and make you happy.",neutral → positive
1038,26,Riya,positive,neutral,"Riya, tu meri zindagi mei kuch khaas hai. I promise to always support you and make you happy.","Aryan, tumse judne ki yeh feeling bahut acchi hai. Tumhare saath khushiyaan aur safar mei mithaas hogi.",positive → neutral
1039,2,Rahul,neutral,negative,"Thanks, Rahul! It's not easy, yaar. You have to be constantly active and engage with your followers. It's like a full-time job!","I can imagine. It must be so much pressure to always have the perfect picture and caption, right?",neutral → negative
1039,3,Riya,negative,neutral,"I can imagine. It must be so much pressure to always have the perfect picture and caption, right?","Absolutely! You have to think about the lighting, angles, filters, and then come up with a witty caption that gets people's attention. It's exhausting sometimes.",negative → neutral
1039,4,Rahul,neutral,negative,"Absolutely! You have to think about the lighting, angles, filters, and then come up with a witty caption that gets people's attention. It's exhausting sometimes.",I can see that. But don't you think it's all too superficial? People just focus on the number of followers and likes instead of genuine connections.,neutral → negative
1039,7,Riya,negative,neutral,"True, Riya. Sometimes I feel like taking a break from social media, but then I worry about losing touch with everyone.","Same here, Rahul. It's become so intertwined with our lives that it's almost impossible to disconnect. We're constantly chasing validation.",negative → neutral
1039,9,Riya,neutral,positive,"That's the sad reality. But hey, I follow you because I genuinely like your posts. You don't need to worry about impressing anyone.","Aw, Rahul, that's so sweet of you to say. It's refreshing to know that you appreciate the real me behind the social media facade.",neutral → positive
1040,4,Rahul,neutral,positive,"Bilkul! Uska gaana hai 'Kasoor.' Is gaane ki lyrics aur Prateek Kuhad ki awaaz, dono ekdam heart-touching hai.","Awesome! Main abhi sun raha hoon. Uski voice sach mein magical hai. Thanks for recommending it, Shivani!",neutral → positive
1040,6,Rahul,positive,neutral,"You're welcome, Rahul! Prateek Kuhad is just one of the many amazing indie Indian artists out there. Tumne koi aur artists discover kiye hai?","Haan, maine indie band 'When Chai Met Toast' ke baare mein suna hai. Unka music bohot cheerful aur uplifting hota hai. Tumhare liye unka ek gaana suggest karu?",positive → neutral
1040,10,Rahul,neutral,positive,Suna hai inki live performances bhi bohot energetic hote hai. Ek baar hum concert attend karna chahiye.,"That sounds like a great plan, Shivani! Live music aur tum, dono saath saath, kuch aur mazedaar feel karayenge.",neutral → positive
1040,11,Shivani,positive,neutral,"That sounds like a great plan, Shivani! Live music aur tum, dono saath saath, kuch aur mazedaar feel karayenge.","Haan Rahul, woh moments hamesha yaad rahenge. Itna saara achcha music mein tumhare saath discover kar ke bohot khush hoon.",positive → neutral
1040,13,Shivani,neutral,positive,"Mujhe bhi bohot khushi hai, Shivani. Tumhare sath music share kar ke aur tumse baatein kar ke acha feel ho raha hai. Tu meri favorite playlist ban chuki hai!","Rahul, tu mere liye bhi mere favorite playlist ban gaya hai. I love spending time with you.",neutral → positive
1040,15,Shivani,positive,neutral,"Shivani, I feel a special connection with you. Kya tum mera valentine banogi?","Rahul, mein bhi tumhare sath khas rishta mehsus kar rahi hoon. Haan, mein tumhara valentine banungi.",positive → neutral
1041,1,Simran,positive,neutral,"Hey Simran, kaisi ho? I hope everything is going well in your new city.","Rahul, main thik hun, par naye school se adjust ho rahi hun. Pata nahi abhi tak sab kuch samajh nahi aaya.",positive → neutral
1041,9,Simran,neutral,positive,"Great! Mujhe yaad hai, jab main naye school gaya tha, tab main bhi nervous tha. Par jab maine ek music club join kiya, tab mujhe wahan ke logon se connect hone ka mauka mila.","Oh, that sounds interesting! Mujhe bhi music pasand hai. Shayad main bhi kuch aisa join kar sakti hun.",neutral → positive
1041,10,Rahul,positive,neutral,"Oh, that sounds interesting! Mujhe bhi music pasand hai. Shayad main bhi kuch aisa join kar sakti hun.","Haan, zaroor karna. Music sambandhit activities ya clubs join karne se new friends banane ka chance milta hai. Tumhein bhi wahan ek band mil sakti hai, jismein tum apne talent ko showcase kar sakti ho.",positive → neutral
1041,12,Rahul,neutral,positive,"Tumne mere liye ek acchi idea diya hai, Rahul. Shayad main apne passion ko aur acha tarike se pursue kar paungi.","Always here to help, Simran! Aur agar koi aur sawaal hai, toh tum hamesha mujhse puch sakti ho.",neutral → positive
1041,14,Rahul,positive,neutral,"Thanks, Rahul. Tum bahut supportive ho. Shayad hum ek dusre ke paas saath mein school ke baare mein discuss karne ke liye hi mil rahein hai.",Yeh toh pakka hai! Aur iss tarah hum aur bhi ache dost ban sakte hain.,positive → neutral
1041,20,Rahul,neutral,positive,"Definitely, Rahul! Main tumse bahut kuch seekh sakti hun. Tumhare saath baat karne mein mujhe bahut confidence mil rahi hai.","That's great to hear, Simran. Aur waise, tum yahan ke culture, food, aur places ke baare mein kya jaanti ho?",neutral → positive
1041,21,Simran,positive,neutral,"That's great to hear, Simran. Aur waise, tum yahan ke culture, food, aur places ke baare mein kya jaanti ho?",Abhi tak bas kuch famous places ke baare mein pata hai. Lekin mujhe yahan ke delicacies try karne ka bhi bahut mann hai.,positive → neutral
1041,26,Rahul,neutral,positive,"Mujhe bhi street food bahut pasand hai, specially pani puri. Yeh toh humari choices match ho gayi!","Wow, that's great! Aur agar tum chaho toh hum ek baar milkar pani puri khate hain, aur phir hum apne favorite street food ke baare mein discuss karte hain.",neutral → positive
1041,27,Simran,positive,neutral,"Wow, that's great! Aur agar tum chaho toh hum ek baar milkar pani puri khate hain, aur phir hum apne favorite street food ke baare mein discuss karte hain.","Haan, hum definitely kar sakte hain. Mujhe woh time bahut accha lag raha hai jab hum milkar friends banenge, new school ki tips lenge, aur yahan ke street food ka swaad lenge.",positive → neutral
1041,29,Simran,neutral,positive,"Same here, Simran! Mujhe bhi yeh idea bahut pasand aaya hai. Ab toh mujhe aur bhi excited feel ho raha hai.",Mujhe bhi! It's amazing how a simple conversation can make such a difference. Shayad yeh wahi special moment ho jahaan humara dosti ka rishta shuru ho raha hai.,neutral → positive
1041,31,Simran,positive,neutral,"Haan, Simran. Shayad humare iss conversation ne humein ek dusre ke kareeb laakar diya hai. I'm really looking forward to our pani puri date.","Same here, Rahul. Ek baat sach hai, tumhara dost banane ka idea mere liye sabse accha idea hai!",positive → neutral
1041,35,Simran,neutral,positive,"Aur main bhi, Simran. Chalo, ab apne new school ki aur nigahon se aage badhte hain aur humara journey shuru karte hain.","Haan, chalo yeh journey shuru karte hain. Thanks for being there, Rahul.",neutral → positive
1041,36,Rahul,positive,neutral,"Haan, chalo yeh journey shuru karte hain. Thanks for being there, Rahul.","Always, Simran. Chalo, abhi tak chatting karte-karte mujhe tumhari hasi aur smile bhi yaad aa rahi hai. Socho, jab hum milkar pani puri khayenge, tab tumhari kitni pyari hasi hogi!",positive → neutral
1041,38,Rahul,neutral,positive,"Rahul, tum na bilkul tease karna band nahi karoge! Par tumhein pata hai, tumhare jokes aur compliments mujhe bahut achhe lagte hain.","Aur tumhari tarif bina bongi maraye, woh toh ho hi nahi sakti! Par sach kahu, you have a lovely smile.",neutral → positive
1041,40,Rahul,positive,neutral,"Aww, thank you Rahul. Tumhein pata hai, tum bahut sweet ho. Waise, jab tum mujhe compliment karte ho, tab mujhe special feel hota hai.","Aur tumhein pata hai, Simran, jab tum muskurati ho, tab mujhe bhi special feel hota hai. Mujhe bharosa hai, hamare saath hone wala waqt bhi special hi hoga.",positive → neutral
1041,42,Rahul,neutral,positive,"Rahul, mujhe bhi waise hi lag raha hai. Ab toh mujhe aur bhi jaldi hai humara pani puri date ka.","Don't worry, Simran. Woh bhi jaldi hi ayega. For now, let's enjoy our new friendship and the exciting journey ahead.",neutral → positive
1041,44,Rahul,positive,neutral,"Absolutely, Rahul. Yeh moments ko humesha yaad rakheinge. Let's make the most of it!","Definitely, Simran. Yeh chatting session toh special tha, lekin ab main yahi soch raha hoon ki hum saath mein SMS exchange kar sakte hain.",positive → neutral
1041,50,Rahul,neutral,positive,"Absolutely, Rahul. Ab jab bhi mujhe tumhari yaad aayegi, main tumhein SMS karungi.","And I'll be eagerly waiting for your messages, Simran.",neutral → positive
1041,51,Simran,positive,neutral,"And I'll be eagerly waiting for your messages, Simran.","Rahul, tum bhi na... shayad ab mujhe tumse ek message karne ka bahut mann kar raha hai!",positive → neutral
1041,52,Rahul,neutral,positive,"Rahul, tum bhi na... shayad ab mujhe tumse ek message karne ka bahut mann kar raha hai!","Well, don't hold back, Simran. I'm just a message away, waiting to hear from you.",neutral → positive
1041,53,Simran,positive,neutral,"Well, don't hold back, Simran. I'm just a message away, waiting to hear from you.","Challenge accepted, Rahul! Tumhein surprise karungi.",positive → neutral
1041,54,Rahul,neutral,positive,"Challenge accepted, Rahul! Tumhein surprise karungi.","I'm excited for the surprise, Simran! Tumhein message karke main wapas aaya karta hoon. Until then, take care and enjoy your day!",neutral → positive
1041,55,Simran,positive,neutral,"I'm excited for the surprise, Simran! Tumhein message karke main wapas aaya karta hoon. Until then, take care and enjoy your day!","Thank you, Rahul. Tum bhi apna khayal rakho. Aapka din bhi khushguwar ho! Bye for now.",positive → neutral
1041,56,Rahul,neutral,positive,"Thank you, Rahul. Tum bhi apna khayal rakho. Aapka din bhi khushguwar ho! Bye for now.","Bye, Simran. Have a wonderful day ahead!",neutral → positive
1042,3,Simran,neutral,positive,"Yaar, main toh abhi wapas aaya hoon apne pehle solo trip se! Itna amazing tha, jaane bina kahan tha?",Seriously? That sounds incredible! Main bhi hamesha solo trip karna chahti thi. Tumne kahan jaake pehli solo trip ki?,neutral → positive
1042,4,Rahul,positive,neutral,Seriously? That sounds incredible! Main bhi hamesha solo trip karna chahti thi. Tumne kahan jaake pehli solo trip ki?,"Maine Himalayas mein trekking ki thi. Manali gaya tha, aur wahan saari sundariyon ke beech nature se ghira hua tha.",positive → neutral
1042,5,Simran,neutral,positive,"Maine Himalayas mein trekking ki thi. Manali gaya tha, aur wahan saari sundariyon ke beech nature se ghira hua tha.","Uff, I can only imagine how beautiful that must have been! Kaise laga wahan trekking karke?",neutral → positive
1042,6,Rahul,positive,neutral,"Uff, I can only imagine how beautiful that must have been! Kaise laga wahan trekking karke?","Bohot adventurous tha! Trek ke dauraan maine snow-capped mountains, lush green forests aur gushing waterfalls dekhe. Ekdum surreal experience tha!",positive → neutral
1042,7,Simran,neutral,positive,"Bohot adventurous tha! Trek ke dauraan maine snow-capped mountains, lush green forests aur gushing waterfalls dekhe. Ekdum surreal experience tha!","Wow, itna romantic atmosphere hoga wahan! Mujhe nature se bohot pyaar hai. Main bhi ek din trek karungi!",neutral → positive
1042,9,Simran,positive,neutral,"Definitely kar lena, it will be an experience of a lifetime! Pehli baar wahan snow dekhke mujhe har saans ka ehsaas bohot amazing laga.",Snow dekhne ka sapna hai mera! How did you manage everything alone?,positive → neutral
1042,10,Rahul,neutral,positive,Snow dekhne ka sapna hai mera! How did you manage everything alone?,"Initially, I was a bit nervous, but I quickly made friends with fellow trekkers. We shared our stories, laughed together, aur ek doosre ko support kiya.",neutral → positive
1042,16,Rahul,positive,neutral,"That sounds amazing, Rahul! Agar saath ho, toh kuch bhi possible hai. Main bhi wapas aayi toh terrace pe dinner date pe chalenge?",Tumhara toh jaise idea hi mujhe pasand aa gaya! Ab mujhe aur wait nahi ho raha hai humare adventure aur romantic moment ke liye!,positive → neutral
