conv_id,turn,speaker,text,clean_text,sentiment,sentiment_score
1040,3,Shivani,"Bilkul! Uska gaana hai 'Kasoor.' Is gaane ki lyrics aur Prateek Kuhad ki awaaz, dono ekdam heart-touching hai.",bilkul uska gaana hai kasoor is gaane ki lyrics aur prateek kuhad ki awaaz dono ekdam hearttouching hai,neutral,0.705
1040,4,Rahul,"Awesome! Main abhi sun raha hoon. Uski voice sach mein magical hai. Thanks for recommending it, Shivani!",awesome main abhi sun raha hoon uski voice sach mein magical hai thanks for recommending it shivani,positive,0.98
1040,5,Shivani,"You're welcome, Rahul! Prateek Kuhad is just one of the many amazing indie Indian artists out there. Tumne koi aur artists discover kiye hai?",youre welcome rahul prateek kuhad is just one of the many amazing indie indian artists out there tumne koi aur artists discover kiye hai,positive,0.963
1040,6,Rahul,"Haan, maine indie band 'When Chai Met Toast' ke baare mein suna hai. Unka music bohot cheerful aur uplifting hota hai. Tumhare liye unka ek gaana suggest karu?",haan maine indie band when chai met toast ke baare mein suna hai unka music bohot cheerful aur uplifting hota hai tumhare liye unka ek gaana suggest karu,neutral,0.656
1040,7,Shivani,"Zaroor, Rahul! Main kabse wait kar rahi thi unka music discover karne ke liye.",zaroor rahul main kabse wait kar rahi thi unka music discover karne ke liye,neutral,0.852
1040,8,Rahul,Unka ek gaana hai 'Firefly.' Yeh gaana mere mood ko hamesha uplift kar deta hai. Tumhe bhi wahi feeling hogi.,unka ek gaana hai firefly yeh gaana mere mood ko hamesha uplift kar deta hai tumhe bhi wahi feeling hogi,neutral,0.763
1040,9,Shivani,Suna hai inki live performances bhi bohot energetic hote hai. Ek baar hum concert attend karna chahiye.,suna hai inki live performances bhi bohot energetic hote hai ek baar hum concert attend karna chahiye,neutral,0.883
1040,10,Rahul,"That sounds like a great plan, Shivani! Live music aur tum, dono saath saath, kuch aur mazedaar feel karayenge.",that sounds like a great plan shivani live music aur tum dono saath saath kuch aur mazedaar feel karayenge,positive,0.942
1040,11,Shivani,"Haan Rahul, woh moments hamesha yaad rahenge. Itna saara achcha music mein tumhare saath discover kar ke bohot khush hoon.",haan rahul woh moments hamesha yaad rahenge itna saara achcha music mein tumhare saath discover kar ke bohot khush hoon,neutral,0.869
1040,12,Rahul,"Mujhe bhi bohot khushi hai, Shivani. Tumhare sath music share kar ke aur tumse baatein kar ke acha feel ho raha hai. Tu meri favorite playlist ban chuki hai!",mujhe bhi bohot khushi hai shivani tumhare sath music share kar ke aur tumse baatein kar ke acha feel ho raha hai tu meri favorite playlist ban chuki hai,neutral,0.822
1040,13,Shivani,"Rahul, tu mere liye bhi mere favorite playlist ban gaya hai. I love spending time with you.",rahul tu mere liye bhi mere favorite playlist ban gaya hai i love spending time with you,positive,0.966
1040,14,Rahul,"Shivani, I feel a special connection with you. Kya tum mera valentine banogi?",shivani i feel a special connection with you kya tum mera valentine banogi,positive,0.808
1040,15,Shivani,"Rahul, mein bhi tumhare sath khas rishta mehsus kar rahi hoon. Haan, mein tumhara valentine banungi.",rahul mein bhi tumhare sath khas rishta mehsus kar rahi hoon haan mein tumhara valentine banungi,neutral,0.831
1041,0,Rahul,"Hey Simran, kaisi ho? I hope everything is going well in your new city.",hey simran kaisi ho i hope everything is going well in your new city,positive,0.881
1041,1,Simran,"Rahul, main thik hun, par naye school se adjust ho rahi hun. Pata nahi abhi tak sab kuch samajh nahi aaya.",rahul main thik hun par naye school se adjust ho rahi hun pata nahi abhi tak sab kuch samajh nahi aaya,neutral,0.799
1041,2,Rahul,"Don't worry, Simran. Yeh sab normal hota hai jab hum naye school ya city mein apne family ke saath shift hote hain. Mujhe bhi yeh feelings aayi thi jab maine apna school change kiya tha.",dont worry simran yeh sab normal hota hai jab hum naye school ya city mein apne family ke saath shift hote hain mujhe bhi yeh feelings aayi thi jab maine apna school change kiya tha,neutral,0.785
1041,3,Simran,"Sach? Tum bhi iss situation se guzre ho? Mujhe laga, tum hamesha confident rehte ho.",sach tum bhi iss situation se guzre ho mujhe laga tum hamesha confident rehte ho,neutral,0.807
1041,4,Rahul,"Nahi, Simran. Har kisi ki life mein aise moments aate hain. Par humein positive rehna chahiye aur apne aas paas ke logon se interact karna chahiye.",nahi simran har kisi ki life mein aise moments aate hain par humein positive rehna chahiye aur apne aas paas ke logon se interact karna chahiye,neutral,0.793
1041,5,Simran,"Haan, mujhe bhi yehi samajh mein aaya hai. Par yahan sab mujhse alag lagte hain, aur main unko samajh nahi paati.",haan mujhe bhi yehi samajh mein aaya hai par yahan sab mujhse alag lagte hain aur main unko samajh nahi paati,neutral,0.812
1041,6,Rahul,"Simran, har insaan alag hota hai. Ismein koi badi baat nahi hai. Ek baar jab tum logo se baat karogi, toh sab normal lagne lagenge.",simran har insaan alag hota hai ismein koi badi baat nahi hai ek baar jab tum logo se baat karogi toh sab normal lagne lagenge,neutral,0.703
1041,7,Simran,Tumhara yeh idea mujhe accha laga. Main zaroor try karungi.,tumhara yeh idea mujhe accha laga main zaroor try karungi,neutral,0.803
1041,8,Rahul,"Great! Mujhe yaad hai, jab main naye school gaya tha, tab main bhi nervous tha. Par jab maine ek music club join kiya, tab mujhe wahan ke logon se connect hone ka mauka mila.",great mujhe yaad hai jab main naye school gaya tha tab main bhi nervous tha par jab maine ek music club join kiya tab mujhe wahan ke logon se connect hone ka mauka mila,neutral,0.6
1041,9,Simran,"Oh, that sounds interesting! Mujhe bhi music pasand hai. Shayad main bhi kuch aisa join kar sakti hun.",oh that sounds interesting mujhe bhi music pasand hai shayad main bhi kuch aisa join kar sakti hun,positive,0.821
1041,10,Rahul,"Haan, zaroor karna. Music sambandhit activities ya clubs join karne se new friends banane ka chance milta hai. Tumhein bhi wahan ek band mil sakti hai, jismein tum apne talent ko showcase kar sakti ho.",haan zaroor karna music sambandhit activities ya clubs join karne se new friends banane ka chance milta hai tumhein bhi wahan ek band mil sakti hai jismein tum apne talent ko showcase kar sakti ho,neutral,0.867
1041,11,Simran,"Tumne mere liye ek acchi idea diya hai, Rahul. Shayad main apne passion ko aur acha tarike se pursue kar paungi.",tumne mere liye ek acchi idea diya hai rahul shayad main apne passion ko aur acha tarike se pursue kar paungi,neutral,0.8
1041,12,Rahul,"Always here to help, Simran! Aur agar koi aur sawaal hai, toh tum hamesha mujhse puch sakti ho.",always here to help simran aur agar koi aur sawaal hai toh tum hamesha mujhse puch sakti ho,positive,0.563
1041,13,Simran,"Thanks, Rahul. Tum bahut supportive ho. Shayad hum ek dusre ke paas saath mein school ke baare mein discuss karne ke liye hi mil rahein hai.",thanks rahul tum bahut supportive ho shayad hum ek dusre ke paas saath mein school ke baare mein discuss karne ke liye hi mil rahein hai,positive,0.508
1041,14,Rahul,Yeh toh pakka hai! Aur iss tarah hum aur bhi ache dost ban sakte hain.,yeh toh pakka hai aur iss tarah hum aur bhi ache dost ban sakte hain,neutral,0.826
1041,15,Simran,"Haan, mujhe toh yahi lagta hai. By the way, tum kitne dino se yahan reh rahe ho?",haan mujhe toh yahi lagta hai by the way tum kitne dino se yahan reh rahe ho,neutral,0.79
1041,16,Rahul,Mujhe yahan kuch saal ho gaye hain. But ab toh main wahan school mein senior ho raha hoon.,mujhe yahan kuch saal ho gaye hain but ab toh main wahan school mein senior ho raha hoon,neutral,0.819
1041,17,Simran,Oh really? Toh tum mujhe kuch tips bhi de sakte ho new school mein.,oh really toh tum mujhe kuch tips bhi de sakte ho new school mein,neutral,0.695
1041,18,Rahul,"Zaroor, Simran. Tumhein dost banane ke tarike bhi bata sakta hoon. Aur tumhare saath agar koi aur topic discuss karna ho, toh bata dena.",zaroor simran tumhein dost banane ke tarike bhi bata sakta hoon aur tumhare saath agar koi aur topic discuss karna ho toh bata dena,neutral,0.795
1041,19,Simran,"Definitely, Rahul! Main tumse bahut kuch seekh sakti hun. Tumhare saath baat karne mein mujhe bahut confidence mil rahi hai.",definitely rahul main tumse bahut kuch seekh sakti hun tumhare saath baat karne mein mujhe bahut confidence mil rahi hai,neutral,0.782
1041,20,Rahul,"That's great to hear, Simran. Aur waise, tum yahan ke culture, food, aur places ke baare mein kya jaanti ho?",thats great to hear simran aur waise tum yahan ke culture food aur places ke baare mein kya jaanti ho,positive,0.932
1041,21,Simran,Abhi tak bas kuch famous places ke baare mein pata hai. Lekin mujhe yahan ke delicacies try karne ka bhi bahut mann hai.,abhi tak bas kuch famous places ke baare mein pata hai lekin mujhe yahan ke delicacies try karne ka bhi bahut mann hai,neutral,0.747
1041,22,Rahul,Ek din hum milkar wahan jaayenge! Main tumhein sabse special dishes introduce karunga.,ek din hum milkar wahan jaayenge main tumhein sabse special dishes introduce karunga,neutral,0.858
1041,23,Simran,"That sounds like a plan, Rahul! Waise, tumhari favorite dish kya hai?",that sounds like a plan rahul waise tumhari favorite dish kya hai,neutral,0.536
1041,24,Rahul,"Actually, Simran, mujhe street food bahut pasand hai, specially chaat aur golgappe. Aur tumhari?",actually simran mujhe street food bahut pasand hai specially chaat aur golgappe aur tumhari,neutral,0.826
1041,25,Simran,"Mujhe bhi street food bahut pasand hai, specially pani puri. Yeh toh humari choices match ho gayi!",mujhe bhi street food bahut pasand hai specially pani puri yeh toh humari choices match ho gayi,neutral,0.825
1041,26,Rahul,"Wow, that's great! Aur agar tum chaho toh hum ek baar milkar pani puri khate hain, aur phir hum apne favorite street food ke baare mein discuss karte hain.",wow thats great aur agar tum chaho toh hum ek baar milkar pani puri khate hain aur phir hum apne favorite street food ke baare mein discuss karte hain,positive,0.947
1041,27,Simran,"Haan, hum definitely kar sakte hain. Mujhe woh time bahut accha lag raha hai jab hum milkar friends banenge, new school ki tips lenge, aur yahan ke street food ka swaad lenge.",haan hum definitely kar sakte hain mujhe woh time bahut accha lag raha hai jab hum milkar friends banenge new school ki tips lenge aur yahan ke street food ka swaad lenge,neutral,0.806
1041,28,Rahul,"Same here, Simran! Mujhe bhi yeh idea bahut pasand aaya hai. Ab toh mujhe aur bhi excited feel ho raha hai.",same here simran mujhe bhi yeh idea bahut pasand aaya hai ab toh mujhe aur bhi excited feel ho raha hai,neutral,0.594
1041,29,Simran,Mujhe bhi! It's amazing how a simple conversation can make such a difference. Shayad yeh wahi special moment ho jahaan humara dosti ka rishta shuru ho raha hai.,mujhe bhi its amazing how a simple conversation can make such a difference shayad yeh wahi special moment ho jahaan humara dosti ka rishta shuru ho raha hai,positive,0.899
1041,30,Rahul,"Haan, Simran. Shayad humare iss conversation ne humein ek dusre ke kareeb laakar diya hai. I'm really looking forward to our pani puri date.",haan simran shayad humare iss conversation ne humein ek dusre ke kareeb laakar diya hai im really looking forward to our pani puri date,positive,0.919
1041,31,Simran,"Same here, Rahul. Ek baat sach hai, tumhara dost banane ka idea mere liye sabse accha idea hai!",same here rahul ek baat sach hai tumhara dost banane ka idea mere liye sabse accha idea hai,neutral,0.726
1041,32,Rahul,"Aur mere liye bhi, Simran. Friends, and maybe something more, right?",aur mere liye bhi simran friends and maybe something more right,neutral,0.711
1041,33,Simran,"Haan, aur jo bhi ho, woh time dikhayega. Abhi toh main bas tumhare saath yeh moments enjoy kar rahi hun.",haan aur jo bhi ho woh time dikhayega abhi toh main bas tumhare saath yeh moments enjoy kar rahi hun,neutral,0.791
1041,34,Rahul,"Aur main bhi, Simran. Chalo, ab apne new school ki aur nigahon se aage badhte hain aur humara journey shuru karte hain.",aur main bhi simran chalo ab apne new school ki aur nigahon se aage badhte hain aur humara journey shuru karte hain,neutral,0.849
1041,35,Simran,"Haan, chalo yeh journey shuru karte hain. Thanks for being there, Rahul.",haan chalo yeh journey shuru karte hain thanks for being there rahul,positive,0.845
1041,36,Rahul,"Always, Simran. Chalo, abhi tak chatting karte-karte mujhe tumhari hasi aur smile bhi yaad aa rahi hai. Socho, jab hum milkar pani puri khayenge, tab tumhari kitni pyari hasi hogi!",always simran chalo abhi tak chatting kartekarte mujhe tumhari hasi aur smile bhi yaad aa rahi hai socho jab hum milkar pani puri khayenge tab tumhari kitni pyari hasi hogi,neutral,0.748
1041,37,Simran,"Rahul, tum na bilkul tease karna band nahi karoge! Par tumhein pata hai, tumhare jokes aur compliments mujhe bahut achhe lagte hain.",rahul tum na bilkul tease karna band nahi karoge par tumhein pata hai tumhare jokes aur compliments mujhe bahut achhe lagte hain,neutral,0.808
1041,38,Rahul,"Aur tumhari tarif bina bongi maraye, woh toh ho hi nahi sakti! Par sach kahu, you have a lovely smile.",aur tumhari tarif bina bongi maraye woh toh ho hi nahi sakti par sach kahu you have a lovely smile,positive,0.794
1041,39,Simran,"Aww, thank you Rahul. Tumhein pata hai, tum bahut sweet ho. Waise, jab tum mujhe compliment karte ho, tab mujhe special feel hota hai.",aww thank you rahul tumhein pata hai tum bahut sweet ho waise jab tum mujhe compliment karte ho tab mujhe special feel hota hai,positive,0.94
1041,40,Rahul,"Aur tumhein pata hai, Simran, jab tum muskurati ho, tab mujhe bhi special feel hota hai. Mujhe bharosa hai, hamare saath hone wala waqt bhi special hi hoga.",aur tumhein pata hai simran jab tum muskurati ho tab mujhe bhi special feel hota hai mujhe bharosa hai hamare saath hone wala waqt bhi special hi hoga,neutral,0.819
1041,41,Simran,"Rahul, mujhe bhi waise hi lag raha hai. Ab toh mujhe aur bhi jaldi hai humara pani puri date ka.",rahul mujhe bhi waise hi lag raha hai ab toh mujhe aur bhi jaldi hai humara pani puri date ka,neutral,0.859
1041,42,Rahul,"Don't worry, Simran. Woh bhi jaldi hi ayega. For now, let's enjoy our new friendship and the exciting journey ahead.",dont worry simran woh bhi jaldi hi ayega for now lets enjoy our new friendship and the exciting journey ahead,positive,0.9
1041,43,Simran,"Absolutely, Rahul. Yeh moments ko humesha yaad rakheinge. Let's make the most of it!",absolutely rahul yeh moments ko humesha yaad rakheinge lets make the most of it,positive,0.885
1041,44,Rahul,"Definitely, Simran. Yeh chatting session toh special tha, lekin ab main yahi soch raha hoon ki hum saath mein SMS exchange kar sakte hain.",definitely simran yeh chatting session toh special tha lekin ab main yahi soch raha hoon ki hum saath mein sms exchange kar sakte hain,neutral,0.888
1041,45,Simran,"Definitely, Rahul. Ab humare beech SMS ki bhi dosti ho jaani chahiye.",definitely rahul ab humare beech sms ki bhi dosti ho jaani chahiye,neutral,0.846
1041,46,Rahul,"Ab toh pakka hai! Chalo, main apna number tumhein de raha hoon. Tum bhi apna number mujhe de dena.",ab toh pakka hai chalo main apna number tumhein de raha hoon tum bhi apna number mujhe de dena,neutral,0.777
1041,47,Simran,"Sure, Rahul. Tumhara number lena mujhe bahut accha lagega. Yahan tak soch bad gayi hai humari dosti!",sure rahul tumhara number lena mujhe bahut accha lagega yahan tak soch bad gayi hai humari dosti,neutral,0.634
1041,48,Rahul,Yeh toh ho hi gaya hai. Now we can stay connected even when we are not chatting.,yeh toh ho hi gaya hai now we can stay connected even when we are not chatting,neutral,0.574
1041,49,Simran,"Absolutely, Rahul. Ab jab bhi mujhe tumhari yaad aayegi, main tumhein SMS karungi.",absolutely rahul ab jab bhi mujhe tumhari yaad aayegi main tumhein sms karungi,neutral,0.708
1041,50,Rahul,"And I'll be eagerly waiting for your messages, Simran.",and ill be eagerly waiting for your messages simran,positive,0.942
1041,51,Simran,"Rahul, tum bhi na... shayad ab mujhe tumse ek message karne ka bahut mann kar raha hai!",rahul tum bhi na shayad ab mujhe tumse ek message karne ka bahut mann kar raha hai,neutral,0.802
1041,52,Rahul,"Well, don't hold back, Simran. I'm just a message away, waiting to hear from you.",well dont hold back simran im just a message away waiting to hear from you,positive,0.606
1041,53,Simran,"Challenge accepted, Rahul! Tumhein surprise karungi.",challenge accepted rahul tumhein surprise karungi,neutral,0.86
1041,54,Rahul,"I'm excited for the surprise, Simran! Tumhein message karke main wapas aaya karta hoon. Until then, take care and enjoy your day!",im excited for the surprise simran tumhein message karke main wapas aaya karta hoon until then take care and enjoy your day,positive,0.973
1041,55,Simran,"Thank you, Rahul. Tum bhi apna khayal rakho. Aapka din bhi khushguwar ho! Bye for now.",thank you rahul tum bhi apna khayal rakho aapka din bhi khushguwar ho bye for now,neutral,0.493
1041,56,Rahul,"Bye, Simran. Have a wonderful day ahead!",bye simran have a wonderful day ahead,positive,0.97
1042,0,Rahul,"Hey Simran, kya haal hai? Kaise ho?",hey simran kya haal hai kaise ho,neutral,0.877
1042,1,Simran,"Hey Rahul! Main bilkul theek hoon, tum batao? Kya chal raha hai?",hey rahul main bilkul theek hoon tum batao kya chal raha hai,neutral,0.864
1042,2,Rahul,"Yaar, main toh abhi wapas aaya hoon apne pehle solo trip se! Itna amazing tha, jaane bina kahan tha?",yaar main toh abhi wapas aaya hoon apne pehle solo trip se itna amazing tha jaane bina kahan tha,neutral,0.649
1042,3,Simran,Seriously? That sounds incredible! Main bhi hamesha solo trip karna chahti thi. Tumne kahan jaake pehli solo trip ki?,seriously that sounds incredible main bhi hamesha solo trip karna chahti thi tumne kahan jaake pehli solo trip ki,positive,0.902
1042,4,Rahul,"Maine Himalayas mein trekking ki thi. Manali gaya tha, aur wahan saari sundariyon ke beech nature se ghira hua tha.",maine himalayas mein trekking ki thi manali gaya tha aur wahan saari sundariyon ke beech nature se ghira hua tha,neutral,0.88
1042,5,Simran,"Uff, I can only imagine how beautiful that must have been! Kaise laga wahan trekking karke?",uff i can only imagine how beautiful that must have been kaise laga wahan trekking karke,positive,0.891
1042,6,Rahul,"Bohot adventurous tha! Trek ke dauraan maine snow-capped mountains, lush green forests aur gushing waterfalls dekhe. Ekdum surreal experience tha!",bohot adventurous tha trek ke dauraan maine snowcapped mountains lush green forests aur gushing waterfalls dekhe ekdum surreal experience tha,neutral,0.547
1042,7,Simran,"Wow, itna romantic atmosphere hoga wahan! Mujhe nature se bohot pyaar hai. Main bhi ek din trek karungi!",wow itna romantic atmosphere hoga wahan mujhe nature se bohot pyaar hai main bhi ek din trek karungi,positive,0.567
1042,8,Rahul,"Definitely kar lena, it will be an experience of a lifetime! Pehli baar wahan snow dekhke mujhe har saans ka ehsaas bohot amazing laga.",definitely kar lena it will be an experience of a lifetime pehli baar wahan snow dekhke mujhe har saans ka ehsaas bohot amazing laga,positive,0.959
1042,9,Simran,Snow dekhne ka sapna hai mera! How did you manage everything alone?,snow dekhne ka sapna hai mera how did you manage everything alone,neutral,0.625
1042,10,Rahul,"Initially, I was a bit nervous, but I quickly made friends with fellow trekkers. We shared our stories, laughed together, aur ek doosre ko support kiya.",initially i was a bit nervous but i quickly made friends with fellow trekkers we shared our stories laughed together aur ek doosre ko support kiya,positive,0.504
1042,11,Simran,That sounds lovely! Friends banane ke liye solo trip perfect hai na? Aur koi special moment yaad hai?,that sounds lovely friends banane ke liye solo trip perfect hai na aur koi special moment yaad hai,positive,0.965
1042,12,Rahul,"Haan, ek din maine apne campsite se mil gaya tha ek beautiful lake ke saath. Wahan baithke sunset dekhna was so romantic. Dil garden garden ho gaya tha!",haan ek din maine apne campsite se mil gaya tha ek beautiful lake ke saath wahan baithke sunset dekhna was so romantic dil garden garden ho gaya tha,positive,0.894
1042,13,Simran,"Oh wow, sunset at a lake sounds so dreamy! I can imagine how your heart must have skipped a beat. Yeh sab sunke mujhe bhi trekking karne ka mann kar raha hai!",oh wow sunset at a lake sounds so dreamy i can imagine how your heart must have skipped a beat yeh sab sunke mujhe bhi trekking karne ka mann kar raha hai,positive,0.931
1042,14,Rahul,"Tum zarur jaogi ek din, and I promise I'll be there to experience it with you. Trekking karne ke saath saath, humara bhi romantic moment hoga!",tum zarur jaogi ek din and i promise ill be there to experience it with you trekking karne ke saath saath humara bhi romantic moment hoga,positive,0.728
1042,15,Simran,"That sounds amazing, Rahul! Agar saath ho, toh kuch bhi possible hai. Main bhi wapas aayi toh terrace pe dinner date pe chalenge?",that sounds amazing rahul agar saath ho toh kuch bhi possible hai main bhi wapas aayi toh terrace pe dinner date pe chalenge,positive,0.931
1042,16,Rahul,Tumhara toh jaise idea hi mujhe pasand aa gaya! Ab mujhe aur wait nahi ho raha hai humare adventure aur romantic moment ke liye!,tumhara toh jaise idea hi mujhe pasand aa gaya ab mujhe aur wait nahi ho raha hai humare adventure aur romantic moment ke liye,neutral,0.858
1042,17,Simran,"Done deal, Rahul! Terrace pe dinner date, aur phir hum bhi apni pehli solo trip yaadon mein kho jayenge.",done deal rahul terrace pe dinner date aur phir hum bhi apni pehli solo trip yaadon mein kho jayenge,neutral,0.917
1042,18,Rahul,"Can't wait, Simran! Yeh trip aur is conversation ne toh humari zindagi mein woh spark laga diya hai.",cant wait simran yeh trip aur is conversation ne toh humari zindagi mein woh spark laga diya hai,positive,0.678
1043,0,Rohan,"Hey Simran, did you watch the latest Bollywood movie, 'Dil Toh Pagal Hai'?",hey simran did you watch the latest bollywood movie dil toh pagal hai,neutral,0.933
1043,1,Simran,"Haan Rohan, maine dekha! It was such a cute love story, isn't it?",haan rohan maine dekha it was such a cute love story isnt it,positive,0.898
1043,2,Rohan,Absolutely! The chemistry between the actors was on point. I loved how they portrayed the emotions so beautifully.,absolutely the chemistry between the actors was on point i loved how they portrayed the emotions so beautifully,positive,0.98
1043,3,Simran,"True! The songs were also amazing, especially 'Are Re Are'. It made me want to dance along with them.",true the songs were also amazing especially are re are it made me want to dance along with them,positive,0.988
1043,4,Rohan,"Oh, I totally agree. The music was so catchy and the choreography was fantastic. All the dance sequences were so energetic and entertaining.",oh i totally agree the music was so catchy and the choreography was fantastic all the dance sequences were so energetic and entertaining,positive,0.99
1043,5,Simran,"And the storyline, such a classic love triangle twist. It kept us hooked till the end. Who did you root for, Rohan?",and the storyline such a classic love triangle twist it kept us hooked till the end who did you root for rohan,positive,0.894
1043,6,Rohan,"Well, Simran, I have to admit, I was rooting for the guy who finally got the girl. It was such a heartwarming moment.",well simran i have to admit i was rooting for the guy who finally got the girl it was such a heartwarming moment,positive,0.964
1043,7,Simran,"Haha, you and your romantic side! But honestly, I couldn't help but get emotional during the climax. It was so beautifully portrayed.",haha you and your romantic side but honestly i couldnt help but get emotional during the climax it was so beautifully portrayed,positive,0.98
1043,8,Rohan,"I know, right? That scene really tugged at my heartstrings. It reminded me of how powerful love can be.",i know right that scene really tugged at my heartstrings it reminded me of how powerful love can be,positive,0.924
1043,9,Simran,"Love is indeed a beautiful thing, isn't it? It fills our lives with so much joy and happiness.",love is indeed a beautiful thing isnt it it fills our lives with so much joy and happiness,positive,0.985
1043,10,Rohan,"Absolutely! It's like a rollercoaster ride, full of ups and downs, but ultimately, it's worth it for those magical moments.",absolutely its like a rollercoaster ride full of ups and downs but ultimately its worth it for those magical moments,positive,0.931
1043,11,Simran,"True, true. So Rohan, have you ever experienced such a deep love in your life?",true true so rohan have you ever experienced such a deep love in your life,positive,0.806
1043,12,Rohan,"Well, Simran, I can't say I've experienced that kind of love just yet. But who knows, maybe one day I'll find someone who can make me feel that way.",well simran i cant say ive experienced that kind of love just yet but who knows maybe one day ill find someone who can make me feel that way,neutral,0.47
1043,13,Simran,"Aww, I believe you will, Rohan. You're such a caring and genuine person. Any girl would be lucky to have you.",aww i believe you will rohan youre such a caring and genuine person any girl would be lucky to have you,positive,0.979
1043,14,Rohan,"Thank you, Simran. That means a lot coming from you. You're no less, you know. You have a beautiful heart and a charming personality.",thank you simran that means a lot coming from you youre no less you know you have a beautiful heart and a charming personality,positive,0.968
1043,15,Simran,"Oh stop it, you're making me blush! But seriously, Rohan, thank you for your kind words. It's nice to hear such sweet compliments from someone special.",oh stop it youre making me blush but seriously rohan thank you for your kind words its nice to hear such sweet compliments from someone special,positive,0.954
1043,16,Rohan,"Well, Simran, you deserve all the compliments in the world. You're special to me, and I've been wanting to tell you... I really like you.",well simran you deserve all the compliments in the world youre special to me and ive been wanting to tell you i really like you,positive,0.978
1043,17,Simran,"Oh Rohan, I've been waiting for you to say those words. I like you too, more than words can express. You make my heart skip a beat.",oh rohan ive been waiting for you to say those words i like you too more than words can express you make my heart skip a beat,positive,0.971
1043,18,Rohan,"Simran, you made my day by saying that. I've always felt this strong connection with you. Can I hold your hand and never let go?",simran you made my day by saying that ive always felt this strong connection with you can i hold your hand and never let go,positive,0.974
1043,19,Simran,"Yes, Rohan, you can. I want to hold your hand too, and I want to be by your side in all the ups and downs, just like in the movies we love.",yes rohan you can i want to hold your hand too and i want to be by your side in all the ups and downs just like in the movies we love,positive,0.939
1043,20,Rohan,"Simran, I'm so glad we had this conversation. I feel like we've taken a step towards something beautiful.",simran im so glad we had this conversation i feel like weve taken a step towards something beautiful,positive,0.983
1043,21,Simran,"Me too, Rohan. Let's create our own romantic story, just like the ones we adore on the silver screen.",me too rohan lets create our own romantic story just like the ones we adore on the silver screen,positive,0.794
1044,0,Rohan,"Hey, Kavya! Kaisi ho? Busy with your college entrance exam preparations?",hey kavya kaisi ho busy with your college entrance exam preparations,neutral,0.869
1044,1,Kavya,"Hey, Rohan! Haan, bilkul. Preparations bahut hectic hai. Tera kaisa chal raha hai?",hey rohan haan bilkul preparations bahut hectic hai tera kaisa chal raha hai,neutral,0.858
1044,2,Rohan,"Hmmm, thoda stress hai, but I'm managing. Tere favorite subject kaunsa hai?",hmmm thoda stress hai but im managing tere favorite subject kaunsa hai,neutral,0.471
1044,3,Kavya,Mera toh biology ekdum favorite hai. Tu kis subject mein expert hai?,mera toh biology ekdum favorite hai tu kis subject mein expert hai,neutral,0.756
1044,4,Rohan,"Chemistry! Baaki sab ko bhi handle kar leta hoon, but chemistry mere dil ki dhadkan hai. Tu exam anxiety kaise handle karti hai?",chemistry baaki sab ko bhi handle kar leta hoon but chemistry mere dil ki dhadkan hai tu exam anxiety kaise handle karti hai,neutral,0.625
1044,5,Kavya,"Hmm, main toh kabhi-kabhi stress ho jati hoon, but meditation and yoga help a lot. Tu kya karta hai exam stress dur karne ke liye?",hmm main toh kabhikabhi stress ho jati hoon but meditation and yoga help a lot tu kya karta hai exam stress dur karne ke liye,neutral,0.716
1044,6,Rohan,"Main guitar bajata hoon! Jab bhi pressure zyada hota hai, music is my escape. Tumhara dream college kaunsa hai?",main guitar bajata hoon jab bhi pressure zyada hota hai music is my escape tumhara dream college kaunsa hai,neutral,0.653
1044,7,Kavya,IIT Bombay! Wahan padhna hai. Tu kaunsa college chahata hai?,iit bombay wahan padhna hai tu kaunsa college chahata hai,neutral,0.715
1044,8,Rohan,Same pinch! Even I want to get into IIT Bombay. Imagine hum saath padhenge! Time ke saath kya change hua hai tere exam preparation mein?,same pinch even i want to get into iit bombay imagine hum saath padhenge time ke saath kya change hua hai tere exam preparation mein,neutral,0.681
1044,9,Kavya,"Initially, mujhe bahut dar lagta tha exams se related, but ab confidence badh gaya hai kuch. How about you?",initially mujhe bahut dar lagta tha exams se related but ab confidence badh gaya hai kuch how about you,neutral,0.777
1044,10,Rohan,"Same yaar! Initially, I used to doubt myself a lot, par ab positive vibes aa rahi hai. Mutual motivation factor toh hai hi humara. Kisi difficult topic pe ab tak tu itna struggle kar chuki hai?",same yaar initially i used to doubt myself a lot par ab positive vibes aa rahi hai mutual motivation factor toh hai hi humara kisi difficult topic pe ab tak tu itna struggle kar chuki hai,negative,0.51
1044,11,Kavya,Physics mein kinematics and calculus mere liye thoda challenging hai. Tumhe koi tough topic mila hai?,physics mein kinematics and calculus mere liye thoda challenging hai tumhe koi tough topic mila hai,neutral,0.797
1044,12,Rohan,Organic Chemistry! Woh mujhe thoda dara deta hai but I am trying my best. Aur tere friends kaise prepared hai exams ke liye?,organic chemistry woh mujhe thoda dara deta hai but i am trying my best aur tere friends kaise prepared hai exams ke liye,neutral,0.647
1044,13,Kavya,Mere sab friends apne-apne tareeke se prepare ho rahe hai. Some are attending coaching classes and some prefer self-study. Aur tere friends?,mere sab friends apneapne tareeke se prepare ho rahe hai some are attending coaching classes and some prefer selfstudy aur tere friends,neutral,0.864
